measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,218,Togolese Republic,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,1723.269151513575,2322.298313889517,1249.0047426877406
1,Deaths,212,Islamic Republic of Mauritania,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,1137.369372007002,1435.057514693054,842.9874451693672
1,Deaths,214,Federal Republic of Nigeria,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,20708.39353337462,27749.95738474096,14975.49004502951
1,Deaths,298,American Samoa,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,48.320121993105495,60.21388260154684,36.952718712121
1,Deaths,217,Republic of Sierra Leone,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,2620.0356408280786,3263.163810679868,2064.367251020125
1,Deaths,215,Democratic Republic of Sao Tome and Principe,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,39.730754980107925,55.98235899924453,28.55077289018877
1,Deaths,305,Bermuda,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,52.37411496422994,67.3650342026615,40.85730404204419
1,Deaths,349,Greenland,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,105.71002566910548,132.3348146909494,80.91168248441525
1,Deaths,351,Guam,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,179.06816368577088,207.7798970702832,151.01087482521885
1,Deaths,320,Cook Islands,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,19.55084067341732,24.033562767597687,15.394403737254205
1,Deaths,367,Principality of Monaco,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,84.28519386453013,110.45061344526457,61.65707822342207
1,Deaths,374,Republic of Niue,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,2.1899059801731524,2.7377174228705483,1.7238012360833788
1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,56.19744208552142,69.05828935552205,44.654329010290894
1,Deaths,396,Republic of San Marino,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,25.180636930539865,33.18252857381619,18.647008466850888
1,Deaths,385,Puerto Rico,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,2296.859055096094,2838.991664271915,1783.55718288837
1,Deaths,369,Republic of Nauru,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,19.39042012428664,23.521760118768544,15.359239180901842
1,Deaths,380,Republic of Palau,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,32.408638245771904,40.059999150079,25.980339227200812
1,Deaths,422,United States Virgin Islands,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,51.52636309592952,63.36910062334368,41.02565899795429
1,Deaths,413,Tokelau,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,2.1101353655658484,2.5173637999027605,1.7437946837697949
1,Deaths,393,Saint Kitts and Nevis,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,16.373166914664818,22.093656425092277,11.754800234713397
1,Deaths,435,Republic of South Sudan,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,2169.2779570098,2862.543153050162,1615.428447314067
1,Deaths,416,Tuvalu,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,20.62860199632342,25.683964612441457,16.95279507354434
1,Deaths,522,Republic of Sudan,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,13935.095904762751,18466.63100556231,10594.884199173775
